0	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity1	6.711409395973155E-4	0.16174496644295303	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	0.0610738255033557	0.04093959731543624	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	0.06778523489932886	0.26241610738255033	0.04765100671140939	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	0.02080536912751678	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	0.03422818791946308	0.007382550335570471	0.10134228187919463	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	6.711409395973155E-4	0.02080536912751678	6.711409395973155E-4	0.1483221476510067
1	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity10	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	0.0036906854130052727	1.757469244288225E-4	0.021265377855887523	0.16010544815465727	1.757469244288225E-4	0.014235500878734621	0.0019332161687170477	1.757469244288225E-4	1.757469244288225E-4	0.0019332161687170477	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	0.0687170474516696	0.012478031634446397	1.757469244288225E-4	0.007205623901581722	0.007205623901581722	1.757469244288225E-4	1.757469244288225E-4	0.6258347978910369	1.757469244288225E-4	1.757469244288225E-4	0.0019332161687170477	1.757469244288225E-4	1.757469244288225E-4	0.03884007029876978	0.0019332161687170477	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	0.0036906854130052727	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	1.757469244288225E-4	0.023022847100175745	1.757469244288225E-4	1.757469244288225E-4
2	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity100	2.6737967914438503E-4	0.07513368983957219	2.6737967914438503E-4	0.0029411764705882357	0.027005347593582887	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	0.10989304812834225	0.048395721925133695	2.6737967914438503E-4	0.016310160427807485	0.0029411764705882357	0.0029411764705882357	2.6737967914438503E-4	2.6737967914438503E-4	0.0590909090909091	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	0.5270053475935829	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	0.005614973262032086	0.010962566844919785	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	2.6737967914438503E-4	0.1018716577540107	2.6737967914438503E-4	2.6737967914438503E-4
3	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity101	0.003678929765886288	0.013712374581939798	3.344481605351171E-4	0.037123745819397994	0.02709030100334448	3.344481605351171E-4	0.01705685618729097	0.08394648829431439	0.003678929765886288	3.344481605351171E-4	0.10735785953177258	3.344481605351171E-4	0.03043478260869565	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	0.05384615384615385	0.0070234113712374585	3.344481605351171E-4	0.22441471571906352	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	0.050501672240802674	3.344481605351171E-4	0.003678929765886288	0.013712374581939798	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	0.23779264214046822	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	3.344481605351171E-4	0.06387959866220737	3.344481605351171E-4	0.01036789297658863
4	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity102	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	0.09650655021834062	0.0222707423580786	4.366812227074236E-4	0.00480349344978166	0.04410480349344978	4.366812227074236E-4	0.009170305676855896	0.00480349344978166	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	0.00480349344978166	4.366812227074236E-4	0.345414847161572	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	0.1183406113537118	4.366812227074236E-4	4.366812227074236E-4	0.05720524017467249	4.366812227074236E-4	4.366812227074236E-4	0.00480349344978166	0.013537117903930132	4.366812227074236E-4	0.009170305676855896	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	0.14454148471615721	4.366812227074236E-4	0.0222707423580786	4.366812227074236E-4	0.05283842794759825	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	4.366812227074236E-4	0.031004366812227072	4.366812227074236E-4	4.366812227074236E-4
5	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity103	0.012023460410557183	2.932551319648094E-4	2.932551319648094E-4	0.1029325513196481	0.3434017595307918	2.932551319648094E-4	0.020821114369501466	2.932551319648094E-4	0.014956011730205278	0.0032258064516129037	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	0.0061583577712609975	0.0032258064516129037	2.932551319648094E-4	0.014956011730205278	0.09413489736070382	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	0.07947214076246335	2.932551319648094E-4	2.932551319648094E-4	0.0032258064516129037	2.932551319648094E-4	0.0061583577712609975	0.15865102639296189	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	0.07947214076246335	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	0.012023460410557183	0.0032258064516129037	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	2.932551319648094E-4	0.03255131964809384	2.932551319648094E-4
6	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity104	4.807692307692308E-4	0.06778846153846153	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	0.014903846153846155	4.807692307692308E-4	4.807692307692308E-4	0.01971153846153846	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	0.10625000000000001	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	0.02451923076923077	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	0.4091346153846154	0.01971153846153846	4.807692307692308E-4	4.807692307692308E-4	0.15432692307692308	4.807692307692308E-4	4.807692307692308E-4	4.807692307692308E-4	0.014903846153846155	4.807692307692308E-4	0.005288461538461539	0.03413461538461538	0.11105769230769232	4.807692307692308E-4	4.807692307692308E-4
7	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity105	0.0021032504780114725	0.0977055449330784	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.026959847036328873	0.01739961759082218	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.004015296367112811	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.004015296367112811	1.9120458891013384E-4	1.9120458891013384E-4	0.005927342256214149	1.9120458891013384E-4	0.013575525812619503	1.9120458891013384E-4	0.06520076481835564	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.5948374760994264	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.013575525812619503	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.005927342256214149	1.9120458891013384E-4	1.9120458891013384E-4	0.005927342256214149	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	1.9120458891013384E-4	0.019311663479923517	0.11491395793499044	1.9120458891013384E-4	0.0021032504780114725
8	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity106	2.506265664160401E-4	2.506265664160401E-4	0.012781954887218044	2.506265664160401E-4	2.506265664160401E-4	0.032832080200501254	0.007769423558897244	0.010275689223057643	0.03032581453634085	2.506265664160401E-4	0.07042606516290727	2.506265664160401E-4	2.506265664160401E-4	0.002756892230576441	2.506265664160401E-4	2.506265664160401E-4	0.1180451127819549	2.506265664160401E-4	0.015288220551378445	2.506265664160401E-4	0.002756892230576441	0.4263157894736842	2.506265664160401E-4	2.506265664160401E-4	0.005263157894736842	2.506265664160401E-4	2.506265664160401E-4	0.08546365914786967	2.506265664160401E-4	0.002756892230576441	2.506265664160401E-4	2.506265664160401E-4	0.005263157894736842	2.506265664160401E-4	2.506265664160401E-4	2.506265664160401E-4	0.002756892230576441	2.506265664160401E-4	0.017794486215538845	0.04786967418546366	2.506265664160401E-4	2.506265664160401E-4	0.05288220551378447	2.506265664160401E-4	2.506265664160401E-4	2.506265664160401E-4	2.506265664160401E-4	0.04285714285714286	2.506265664160401E-4	2.506265664160401E-4
9	file:/Users/anb/Desktop/SinaStuff/my_code/corpus_text/documents_2/TerroristActivity107	6.944444444444445E-4	0.9590277777777777	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	0.0076388888888888895	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4	6.944444444444445E-4
